ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval,FNS30967,30967.TXT,0.49715,0.58276,0.53656,3

ROUGE-2+StopWordRemoval,FNS30967,30967.TXT,0.28378,0.35979,0.31729,3

ROUGE-SU4+StopWordRemoval,FNS30967,30967.TXT,0.36229,0.37498,0.36853,3

ROUGE-L+StopWordRemoval,FNS30968,30968.TXT,0.43422,0.42602,0.43008,3

ROUGE-1+StopWordRemoval,FNS30968,30968.TXT,0.54585,0.47205,0.50628,3

ROUGE-2+StopWordRemoval,FNS30968,30968.TXT,0.28803,0.29929,0.29355,3

ROUGE-SU4+StopWordRemoval,FNS30968,30968.TXT,0.39524,0.27935,0.32734,3

ROUGE-L+StopWordRemoval,FNS31938,31938.TXT,0.47667,0.52471,0.49954,3

ROUGE-1+StopWordRemoval,FNS31938,31938.TXT,0.60038,0.62130,0.61066,3

ROUGE-2+StopWordRemoval,FNS31938,31938.TXT,0.38765,0.34419,0.36463,3

ROUGE-SU4+StopWordRemoval,FNS31938,31938.TXT,0.46683,0.33175,0.38787,3

ROUGE-L+StopWordRemoval,FNS31817,31817.TXT,0.31255,0.27835,0.29446,4

ROUGE-1+StopWordRemoval,FNS31817,31817.TXT,0.44114,0.34715,0.38854,4

ROUGE-2+StopWordRemoval,FNS31817,31817.TXT,0.13498,0.09062,0.10844,4

ROUGE-SU4+StopWordRemoval,FNS31817,31817.TXT,0.23320,0.13161,0.16826,4

ROUGE-L+StopWordRemoval,FNS31939,31939.TXT,0.35400,0.54091,0.42794,3

ROUGE-1+StopWordRemoval,FNS31939,31939.TXT,0.30652,0.63214,0.41285,3

ROUGE-2+StopWordRemoval,FNS31939,31939.TXT,0.18350,0.31622,0.23224,3

ROUGE-SU4+StopWordRemoval,FNS31939,31939.TXT,0.23506,0.31415,0.26891,3

ROUGE-L+StopWordRemoval,FNS32553,32553.TXT,0.43822,0.37669,0.40513,4

ROUGE-1+StopWordRemoval,FNS32553,32553.TXT,0.51548,0.46009,0.48621,4

ROUGE-2+StopWordRemoval,FNS32553,32553.TXT,0.32000,0.18548,0.23484,4

ROUGE-SU4+StopWordRemoval,FNS32553,32553.TXT,0.38763,0.20249,0.26601,4

ROUGE-L+StopWordRemoval,FNS31101,31101.TXT,0.19694,0.29140,0.23504,3

ROUGE-1+StopWordRemoval,FNS31101,31101.TXT,0.31415,0.41792,0.35868,3

ROUGE-2+StopWordRemoval,FNS31101,31101.TXT,0.08646,0.10754,0.09585,3

ROUGE-SU4+StopWordRemoval,FNS31101,31101.TXT,0.16020,0.16066,0.16043,3

ROUGE-L+StopWordRemoval,FNS31224,31224.TXT,0.44944,0.46143,0.45536,4

ROUGE-1+StopWordRemoval,FNS31224,31224.TXT,0.52779,0.53759,0.53265,4

ROUGE-2+StopWordRemoval,FNS31224,31224.TXT,0.29978,0.28656,0.29302,4

ROUGE-SU4+StopWordRemoval,FNS31224,31224.TXT,0.37194,0.27325,0.31505,4

ROUGE-L+StopWordRemoval,FNS32555,32555.TXT,0.45008,0.46057,0.45527,3

ROUGE-1+StopWordRemoval,FNS32555,32555.TXT,0.46003,0.51347,0.48528,3

ROUGE-2+StopWordRemoval,FNS32555,32555.TXT,0.27057,0.32794,0.29651,3

ROUGE-SU4+StopWordRemoval,FNS32555,32555.TXT,0.33895,0.29791,0.31711,3

ROUGE-L+StopWordRemoval,FNS32556,32556.TXT,0.44080,0.47248,0.45609,3

ROUGE-1+StopWordRemoval,FNS32556,32556.TXT,0.48657,0.58503,0.53127,3

ROUGE-2+StopWordRemoval,FNS32556,32556.TXT,0.24717,0.28281,0.26379,3

ROUGE-SU4+StopWordRemoval,FNS32556,32556.TXT,0.34550,0.29708,0.31947,3

ROUGE-L+StopWordRemoval,FNS31105,31105.TXT,0.47385,0.54332,0.50621,3

ROUGE-1+StopWordRemoval,FNS31105,31105.TXT,0.52221,0.61066,0.56298,3

ROUGE-2+StopWordRemoval,FNS31105,31105.TXT,0.27035,0.37183,0.31307,3

ROUGE-SU4+StopWordRemoval,FNS31105,31105.TXT,0.36170,0.35456,0.35810,3

ROUGE-L+StopWordRemoval,FNS31589,31589.TXT,0.38554,0.31742,0.34818,6

ROUGE-1+StopWordRemoval,FNS31589,31589.TXT,0.38568,0.38748,0.38658,6

ROUGE-2+StopWordRemoval,FNS31589,31589.TXT,0.17412,0.19444,0.18372,6

ROUGE-SU4+StopWordRemoval,FNS31589,31589.TXT,0.24186,0.20719,0.22319,6

ROUGE-L+StopWordRemoval,FNS32557,32557.TXT,0.43868,0.53288,0.48121,4

ROUGE-1+StopWordRemoval,FNS32557,32557.TXT,0.49637,0.64508,0.56104,4

ROUGE-2+StopWordRemoval,FNS32557,32557.TXT,0.26318,0.32495,0.29082,4

ROUGE-SU4+StopWordRemoval,FNS32557,32557.TXT,0.34922,0.33442,0.34166,4

ROUGE-L+StopWordRemoval,FNS31469,31469.TXT,0.23240,0.30599,0.26417,4

ROUGE-1+StopWordRemoval,FNS31469,31469.TXT,0.27128,0.46343,0.34222,4

ROUGE-2+StopWordRemoval,FNS31469,31469.TXT,0.07961,0.12128,0.09613,4

ROUGE-SU4+StopWordRemoval,FNS31469,31469.TXT,0.15125,0.18614,0.16689,4

ROUGE-L+StopWordRemoval,FNS32437,32437.TXT,0.42965,0.04335,0.07876,3

ROUGE-1+StopWordRemoval,FNS32437,32437.TXT,0.49207,0.03333,0.06244,3

ROUGE-2+StopWordRemoval,FNS32437,32437.TXT,0.21234,0.00815,0.01570,3

ROUGE-SU4+StopWordRemoval,FNS32437,32437.TXT,0.35650,0.01064,0.02067,3

ROUGE-L+StopWordRemoval,FNS33083,33083.TXT,0.40839,0.44003,0.42362,3

ROUGE-1+StopWordRemoval,FNS33083,33083.TXT,0.43295,0.56171,0.48900,3

ROUGE-2+StopWordRemoval,FNS33083,33083.TXT,0.25886,0.25291,0.25585,3

ROUGE-SU4+StopWordRemoval,FNS33083,33083.TXT,0.32516,0.26523,0.29215,3

ROUGE-L+StopWordRemoval,FNS32792,32792.TXT,0.42525,0.45712,0.44061,3

ROUGE-1+StopWordRemoval,FNS32792,32792.TXT,0.51643,0.51171,0.51406,3

ROUGE-2+StopWordRemoval,FNS32792,32792.TXT,0.28971,0.36047,0.32124,3

ROUGE-SU4+StopWordRemoval,FNS32792,32792.TXT,0.33886,0.35976,0.34899,3

ROUGE-L+StopWordRemoval,FNS31220,31220.TXT,0.57764,0.50232,0.53735,3

ROUGE-1+StopWordRemoval,FNS31220,31220.TXT,0.67741,0.57026,0.61923,3

ROUGE-2+StopWordRemoval,FNS31220,31220.TXT,0.46915,0.35007,0.40096,3

ROUGE-SU4+StopWordRemoval,FNS31220,31220.TXT,0.53553,0.33119,0.40928,3

ROUGE-L+StopWordRemoval,FNS31462,31462.TXT,0.51300,0.41138,0.45661,4

ROUGE-1+StopWordRemoval,FNS31462,31462.TXT,0.58520,0.43413,0.49847,4

ROUGE-2+StopWordRemoval,FNS31462,31462.TXT,0.32211,0.24167,0.27615,4

ROUGE-SU4+StopWordRemoval,FNS31462,31462.TXT,0.41796,0.23258,0.29886,4

ROUGE-L+StopWordRemoval,FNS30817,30817.TXT,0.50643,0.43745,0.46942,3

ROUGE-1+StopWordRemoval,FNS30817,30817.TXT,0.50384,0.48122,0.49227,3

ROUGE-2+StopWordRemoval,FNS30817,30817.TXT,0.35379,0.33062,0.34181,3

ROUGE-SU4+StopWordRemoval,FNS30817,30817.TXT,0.38838,0.31665,0.34887,3

ROUGE-L+StopWordRemoval,FNS30816,30816.TXT,0.53725,0.45548,0.49299,3

ROUGE-1+StopWordRemoval,FNS30816,30816.TXT,0.59214,0.49526,0.53938,3

ROUGE-2+StopWordRemoval,FNS30816,30816.TXT,0.35677,0.33130,0.34356,3

ROUGE-SU4+StopWordRemoval,FNS30816,30816.TXT,0.41700,0.33123,0.36920,3

ROUGE-L+StopWordRemoval,FNS30815,30815.TXT,0.27946,0.50367,0.35947,3

ROUGE-1+StopWordRemoval,FNS30815,30815.TXT,0.31398,0.62647,0.41831,3

ROUGE-2+StopWordRemoval,FNS30815,30815.TXT,0.11073,0.31824,0.16429,3

ROUGE-SU4+StopWordRemoval,FNS30815,30815.TXT,0.18549,0.32568,0.23636,3

ROUGE-L+StopWordRemoval,FNS33090,33090.TXT,0.47402,0.32284,0.38409,4

ROUGE-1+StopWordRemoval,FNS33090,33090.TXT,0.51657,0.43365,0.47149,4

ROUGE-2+StopWordRemoval,FNS33090,33090.TXT,0.32750,0.19502,0.24447,4

ROUGE-SU4+StopWordRemoval,FNS33090,33090.TXT,0.38744,0.20667,0.26956,4

ROUGE-L+StopWordRemoval,FNS30813,30813.TXT,0.46460,0.48384,0.47402,3

ROUGE-1+StopWordRemoval,FNS30813,30813.TXT,0.50487,0.57722,0.53862,3

ROUGE-2+StopWordRemoval,FNS30813,30813.TXT,0.34457,0.24514,0.28647,3

ROUGE-SU4+StopWordRemoval,FNS30813,30813.TXT,0.40946,0.27231,0.32709,3

ROUGE-L+StopWordRemoval,FNS31109,31109.TXT,0.45384,0.41451,0.43328,4

ROUGE-1+StopWordRemoval,FNS31109,31109.TXT,0.53038,0.44456,0.48369,4

ROUGE-2+StopWordRemoval,FNS31109,31109.TXT,0.28315,0.28450,0.28383,4

ROUGE-SU4+StopWordRemoval,FNS31109,31109.TXT,0.36700,0.28088,0.31822,4

ROUGE-L+StopWordRemoval,FNS30819,30819.TXT,0.31171,0.36507,0.33628,4

ROUGE-1+StopWordRemoval,FNS30819,30819.TXT,0.43487,0.38373,0.40770,4

ROUGE-2+StopWordRemoval,FNS30819,30819.TXT,0.18336,0.12341,0.14753,4

ROUGE-SU4+StopWordRemoval,FNS30819,30819.TXT,0.27064,0.15817,0.19966,4

ROUGE-L+StopWordRemoval,FNS31474,31474.TXT,0.42463,0.44008,0.43222,3

ROUGE-1+StopWordRemoval,FNS31474,31474.TXT,0.53257,0.46384,0.49584,3

ROUGE-2+StopWordRemoval,FNS31474,31474.TXT,0.30157,0.31650,0.30885,3

ROUGE-SU4+StopWordRemoval,FNS31474,31474.TXT,0.36877,0.29215,0.32602,3

ROUGE-L+StopWordRemoval,FNS32684,32684.TXT,0.48158,0.43767,0.45858,4

ROUGE-1+StopWordRemoval,FNS32684,32684.TXT,0.55768,0.49670,0.52543,4

ROUGE-2+StopWordRemoval,FNS32684,32684.TXT,0.28856,0.26726,0.27750,4

ROUGE-SU4+StopWordRemoval,FNS32684,32684.TXT,0.37829,0.28023,0.32196,4

ROUGE-L+StopWordRemoval,FNS31595,31595.TXT,0.43227,0.43011,0.43119,3

ROUGE-1+StopWordRemoval,FNS31595,31595.TXT,0.46037,0.47087,0.46556,3

ROUGE-2+StopWordRemoval,FNS31595,31595.TXT,0.23399,0.30607,0.26522,3

ROUGE-SU4+StopWordRemoval,FNS31595,31595.TXT,0.32459,0.29368,0.30836,3

ROUGE-L+StopWordRemoval,FNS31114,31114.TXT,0.33024,0.23753,0.27632,4

ROUGE-1+StopWordRemoval,FNS31114,31114.TXT,0.39746,0.35238,0.37356,4

ROUGE-2+StopWordRemoval,FNS31114,31114.TXT,0.12059,0.08856,0.10212,4

ROUGE-SU4+StopWordRemoval,FNS31114,31114.TXT,0.21211,0.13247,0.16309,4

ROUGE-L+StopWordRemoval,FNS31478,31478.TXT,0.30460,0.39410,0.34361,3

ROUGE-1+StopWordRemoval,FNS31478,31478.TXT,0.37007,0.55323,0.44348,3

ROUGE-2+StopWordRemoval,FNS31478,31478.TXT,0.15769,0.20679,0.17894,3

ROUGE-SU4+StopWordRemoval,FNS31478,31478.TXT,0.22562,0.24707,0.23586,3

ROUGE-L+StopWordRemoval,FNS32688,32688.TXT,0.40604,0.43827,0.42154,4

ROUGE-1+StopWordRemoval,FNS32688,32688.TXT,0.40276,0.54238,0.46226,4

ROUGE-2+StopWordRemoval,FNS32688,32688.TXT,0.25276,0.28737,0.26896,4

ROUGE-SU4+StopWordRemoval,FNS32688,32688.TXT,0.30322,0.29130,0.29714,4

ROUGE-L+StopWordRemoval,FNS30940,30940.TXT,0.43014,0.34545,0.38317,4

ROUGE-1+StopWordRemoval,FNS30940,30940.TXT,0.59090,0.34249,0.43364,4

ROUGE-2+StopWordRemoval,FNS30940,30940.TXT,0.28873,0.13463,0.18364,4

ROUGE-SU4+StopWordRemoval,FNS30940,30940.TXT,0.38120,0.15141,0.21674,4

ROUGE-L+StopWordRemoval,FNS31358,31358.TXT,0.32794,0.43354,0.37341,4

ROUGE-1+StopWordRemoval,FNS31358,31358.TXT,0.37970,0.53494,0.44415,4

ROUGE-2+StopWordRemoval,FNS31358,31358.TXT,0.14885,0.27521,0.19321,4

ROUGE-SU4+StopWordRemoval,FNS31358,31358.TXT,0.22978,0.29006,0.25642,4

ROUGE-L+StopWordRemoval,FNS30941,30941.TXT,0.57668,0.56577,0.57117,3

ROUGE-1+StopWordRemoval,FNS30941,30941.TXT,0.56999,0.65308,0.60871,3

ROUGE-2+StopWordRemoval,FNS30941,30941.TXT,0.37704,0.39626,0.38641,3

ROUGE-SU4+StopWordRemoval,FNS30941,30941.TXT,0.44835,0.38107,0.41198,3

ROUGE-L+StopWordRemoval,FNS30821,30821.TXT,0.35792,0.37359,0.36559,4

ROUGE-1+StopWordRemoval,FNS30821,30821.TXT,0.46096,0.47553,0.46813,4

ROUGE-2+StopWordRemoval,FNS30821,30821.TXT,0.17938,0.16125,0.16983,4

ROUGE-SU4+StopWordRemoval,FNS30821,30821.TXT,0.29069,0.20087,0.23758,4

ROUGE-L+StopWordRemoval,FNS30820,30820.TXT,0.24920,0.32948,0.28377,3

ROUGE-1+StopWordRemoval,FNS30820,30820.TXT,0.19301,0.49076,0.27706,3

ROUGE-2+StopWordRemoval,FNS30820,30820.TXT,0.06025,0.13361,0.08305,3

ROUGE-SU4+StopWordRemoval,FNS30820,30820.TXT,0.11503,0.20624,0.14769,3

ROUGE-L+StopWordRemoval,FNS33097,33097.TXT,0.16227,0.26408,0.20102,3

ROUGE-1+StopWordRemoval,FNS33097,33097.TXT,0.22340,0.45734,0.30018,3

ROUGE-2+StopWordRemoval,FNS33097,33097.TXT,0.05235,0.09491,0.06748,3

ROUGE-SU4+StopWordRemoval,FNS33097,33097.TXT,0.10883,0.17317,0.13366,3

ROUGE-L+StopWordRemoval,FNS32560,32560.TXT,0.40401,0.30270,0.34609,4

ROUGE-1+StopWordRemoval,FNS32560,32560.TXT,0.50389,0.38636,0.43737,4

ROUGE-2+StopWordRemoval,FNS32560,32560.TXT,0.19780,0.12590,0.15387,4

ROUGE-SU4+StopWordRemoval,FNS32560,32560.TXT,0.29928,0.15342,0.20285,4

ROUGE-L+StopWordRemoval,FNS33098,33098.TXT,0.42621,0.55460,0.48200,3

ROUGE-1+StopWordRemoval,FNS33098,33098.TXT,0.45408,0.66505,0.53968,3

ROUGE-2+StopWordRemoval,FNS33098,33098.TXT,0.28073,0.42112,0.33688,3

ROUGE-SU4+StopWordRemoval,FNS33098,33098.TXT,0.33270,0.41699,0.37011,3

ROUGE-L+StopWordRemoval,FNS32561,32561.TXT,0.44536,0.49256,0.46778,3

ROUGE-1+StopWordRemoval,FNS32561,32561.TXT,0.47274,0.57778,0.52001,3

ROUGE-2+StopWordRemoval,FNS32561,32561.TXT,0.29834,0.34041,0.31799,3

ROUGE-SU4+StopWordRemoval,FNS32561,32561.TXT,0.37648,0.31957,0.34570,3

ROUGE-L+StopWordRemoval,FNS32562,32562.TXT,0.42265,0.16044,0.23259,3

ROUGE-1+StopWordRemoval,FNS32562,32562.TXT,0.55517,0.19048,0.28364,3

ROUGE-2+StopWordRemoval,FNS32562,32562.TXT,0.22341,0.05380,0.08671,3

ROUGE-SU4+StopWordRemoval,FNS32562,32562.TXT,0.36817,0.07485,0.12440,3

ROUGE-L+StopWordRemoval,FNS30822,30822.TXT,0.38295,0.51220,0.43824,3

ROUGE-1+StopWordRemoval,FNS30822,30822.TXT,0.40741,0.63366,0.49595,3

ROUGE-2+StopWordRemoval,FNS30822,30822.TXT,0.21095,0.34411,0.26155,3

ROUGE-SU4+StopWordRemoval,FNS30822,30822.TXT,0.28189,0.34239,0.30921,3

ROUGE-L+StopWordRemoval,FNS30943,30943.TXT,0.43716,0.42923,0.43316,4

ROUGE-1+StopWordRemoval,FNS30943,30943.TXT,0.51148,0.53435,0.52266,4

ROUGE-2+StopWordRemoval,FNS30943,30943.TXT,0.27994,0.28548,0.28268,4

ROUGE-SU4+StopWordRemoval,FNS30943,30943.TXT,0.36435,0.29120,0.32370,4

ROUGE-L+StopWordRemoval,FNS30946,30946.TXT,0.39831,0.55196,0.46271,3

ROUGE-1+StopWordRemoval,FNS30946,30946.TXT,0.38435,0.68967,0.49361,3

ROUGE-2+StopWordRemoval,FNS30946,30946.TXT,0.23052,0.36942,0.28389,3

ROUGE-SU4+StopWordRemoval,FNS30946,30946.TXT,0.29372,0.36808,0.32672,3

ROUGE-L+StopWordRemoval,FNS31914,31914.TXT,0.35180,0.24474,0.28866,4

ROUGE-1+StopWordRemoval,FNS31914,31914.TXT,0.44445,0.28830,0.34974,4

ROUGE-2+StopWordRemoval,FNS31914,31914.TXT,0.21171,0.09790,0.13389,4

ROUGE-SU4+StopWordRemoval,FNS31914,31914.TXT,0.28844,0.12144,0.17092,4

ROUGE-L+StopWordRemoval,FNS30947,30947.TXT,0.44358,0.49217,0.46661,4

ROUGE-1+StopWordRemoval,FNS30947,30947.TXT,0.52033,0.58170,0.54931,4

ROUGE-2+StopWordRemoval,FNS30947,30947.TXT,0.25733,0.26114,0.25922,4

ROUGE-SU4+StopWordRemoval,FNS30947,30947.TXT,0.35503,0.27427,0.30947,4

ROUGE-L+StopWordRemoval,FNS30948,30948.TXT,0.59753,0.42080,0.49383,4

ROUGE-1+StopWordRemoval,FNS30948,30948.TXT,0.63876,0.44639,0.52552,4

ROUGE-2+StopWordRemoval,FNS30948,30948.TXT,0.40308,0.25748,0.31423,4

ROUGE-SU4+StopWordRemoval,FNS30948,30948.TXT,0.47810,0.23977,0.31938,4

ROUGE-L+StopWordRemoval,FNS32651,32651.TXT,0.36879,0.49867,0.42400,3

ROUGE-1+StopWordRemoval,FNS32651,32651.TXT,0.44338,0.58939,0.50606,3

ROUGE-2+StopWordRemoval,FNS32651,32651.TXT,0.25549,0.35392,0.29676,3

ROUGE-SU4+StopWordRemoval,FNS32651,32651.TXT,0.33915,0.35926,0.34892,3

ROUGE-L+StopWordRemoval,FNS32531,32531.TXT,0.34590,0.38304,0.36352,3

ROUGE-1+StopWordRemoval,FNS32531,32531.TXT,0.40494,0.44018,0.42182,3

ROUGE-2+StopWordRemoval,FNS32531,32531.TXT,0.17809,0.19568,0.18647,3

ROUGE-SU4+StopWordRemoval,FNS32531,32531.TXT,0.25799,0.21047,0.23182,3

ROUGE-L+StopWordRemoval,FNS32773,32773.TXT,0.49203,0.32703,0.39291,3

ROUGE-1+StopWordRemoval,FNS32773,32773.TXT,0.58997,0.35406,0.44254,3

ROUGE-2+StopWordRemoval,FNS32773,32773.TXT,0.28698,0.16633,0.21060,3

ROUGE-SU4+StopWordRemoval,FNS32773,32773.TXT,0.38006,0.17263,0.23742,3

ROUGE-L+StopWordRemoval,FNS31685,31685.TXT,0.45842,0.50789,0.48189,3

ROUGE-1+StopWordRemoval,FNS31685,31685.TXT,0.47264,0.55264,0.50952,3

ROUGE-2+StopWordRemoval,FNS31685,31685.TXT,0.27795,0.35051,0.31004,3

ROUGE-SU4+StopWordRemoval,FNS31685,31685.TXT,0.35887,0.34055,0.34947,3

ROUGE-L+StopWordRemoval,FNS31201,31201.TXT,0.45793,0.40541,0.43007,4

ROUGE-1+StopWordRemoval,FNS31201,31201.TXT,0.57508,0.47948,0.52295,4

ROUGE-2+StopWordRemoval,FNS31201,31201.TXT,0.28714,0.22871,0.25462,4

ROUGE-SU4+StopWordRemoval,FNS31201,31201.TXT,0.39603,0.23018,0.29114,4

ROUGE-L+StopWordRemoval,FNS31202,31202.TXT,0.45318,0.45004,0.45160,3

ROUGE-1+StopWordRemoval,FNS31202,31202.TXT,0.50889,0.51122,0.51005,3

ROUGE-2+StopWordRemoval,FNS31202,31202.TXT,0.30038,0.28971,0.29495,3

ROUGE-SU4+StopWordRemoval,FNS31202,31202.TXT,0.38398,0.28426,0.32668,3

ROUGE-L+StopWordRemoval,FNS31203,31203.TXT,0.41349,0.55779,0.47492,3

ROUGE-1+StopWordRemoval,FNS31203,31203.TXT,0.40453,0.62635,0.49157,3

ROUGE-2+StopWordRemoval,FNS31203,31203.TXT,0.21404,0.37752,0.27319,3

ROUGE-SU4+StopWordRemoval,FNS31203,31203.TXT,0.27593,0.35556,0.31072,3

ROUGE-L+StopWordRemoval,FNS31567,31567.TXT,0.40723,0.34615,0.37422,4

ROUGE-1+StopWordRemoval,FNS31567,31567.TXT,0.40326,0.43763,0.41974,4

ROUGE-2+StopWordRemoval,FNS31567,31567.TXT,0.19034,0.18099,0.18555,4

ROUGE-SU4+StopWordRemoval,FNS31567,31567.TXT,0.27297,0.20845,0.23639,4

ROUGE-L+StopWordRemoval,FNS32414,32414.TXT,0.34393,0.58074,0.43201,3

ROUGE-1+StopWordRemoval,FNS32414,32414.TXT,0.37703,0.68147,0.48547,3

ROUGE-2+StopWordRemoval,FNS32414,32414.TXT,0.20476,0.41799,0.27487,3

ROUGE-SU4+StopWordRemoval,FNS32414,32414.TXT,0.27191,0.42203,0.33074,3

ROUGE-L+StopWordRemoval,FNS31204,31204.TXT,0.39312,0.49878,0.43969,3

ROUGE-1+StopWordRemoval,FNS31204,31204.TXT,0.44391,0.55931,0.49497,3

ROUGE-2+StopWordRemoval,FNS31204,31204.TXT,0.20050,0.32382,0.24766,3

ROUGE-SU4+StopWordRemoval,FNS31204,31204.TXT,0.29665,0.30490,0.30072,3

ROUGE-L+StopWordRemoval,FNS31568,31568.TXT,0.41644,0.47523,0.44389,3

ROUGE-1+StopWordRemoval,FNS31568,31568.TXT,0.52224,0.53394,0.52802,3

ROUGE-2+StopWordRemoval,FNS31568,31568.TXT,0.24442,0.33536,0.28276,3

ROUGE-SU4+StopWordRemoval,FNS31568,31568.TXT,0.33339,0.33130,0.33234,3

ROUGE-L+StopWordRemoval,FNS32657,32657.TXT,0.52225,0.43013,0.47174,3

ROUGE-1+StopWordRemoval,FNS32657,32657.TXT,0.61833,0.52740,0.56926,3

ROUGE-2+StopWordRemoval,FNS32657,32657.TXT,0.39532,0.27985,0.32771,3

ROUGE-SU4+StopWordRemoval,FNS32657,32657.TXT,0.47615,0.27793,0.35098,3

ROUGE-L+StopWordRemoval,FNS32097,32097.TXT,0.55682,0.36702,0.44242,4

ROUGE-1+StopWordRemoval,FNS32097,32097.TXT,0.67848,0.39902,0.50251,4

ROUGE-2+StopWordRemoval,FNS32097,32097.TXT,0.43055,0.19261,0.26615,4

ROUGE-SU4+StopWordRemoval,FNS32097,32097.TXT,0.50772,0.20005,0.28701,4

ROUGE-L+StopWordRemoval,FNS32098,32098.TXT,0.28152,0.55688,0.37398,4

ROUGE-1+StopWordRemoval,FNS32098,32098.TXT,0.17260,0.66276,0.27387,4

ROUGE-2+StopWordRemoval,FNS32098,32098.TXT,0.10606,0.33118,0.16066,4

ROUGE-SU4+StopWordRemoval,FNS32098,32098.TXT,0.14162,0.37365,0.20539,4

ROUGE-L+StopWordRemoval,FNS31681,31681.TXT,0.37486,0.55667,0.44802,4

ROUGE-1+StopWordRemoval,FNS31681,31681.TXT,0.36680,0.69817,0.48093,4

ROUGE-2+StopWordRemoval,FNS31681,31681.TXT,0.21720,0.34656,0.26704,4

ROUGE-SU4+StopWordRemoval,FNS31681,31681.TXT,0.27595,0.36689,0.31498,4

ROUGE-L+StopWordRemoval,FNS32771,32771.TXT,0.48438,0.45334,0.46835,4

ROUGE-1+StopWordRemoval,FNS32771,32771.TXT,0.52754,0.51195,0.51963,4

ROUGE-2+StopWordRemoval,FNS32771,32771.TXT,0.30516,0.28018,0.29214,4

ROUGE-SU4+StopWordRemoval,FNS32771,32771.TXT,0.37516,0.28182,0.32186,4

ROUGE-L+StopWordRemoval,FNS31440,31440.TXT,0.52435,0.44749,0.48288,3

ROUGE-1+StopWordRemoval,FNS31440,31440.TXT,0.54538,0.48946,0.51591,3

ROUGE-2+StopWordRemoval,FNS31440,31440.TXT,0.39760,0.23303,0.29384,3

ROUGE-SU4+StopWordRemoval,FNS31440,31440.TXT,0.43896,0.23024,0.30205,3

ROUGE-L+StopWordRemoval,FNS33070,33070.TXT,0.39796,0.38362,0.39066,4

ROUGE-1+StopWordRemoval,FNS33070,33070.TXT,0.51610,0.38273,0.43952,4

ROUGE-2+StopWordRemoval,FNS33070,33070.TXT,0.30009,0.23813,0.26554,4

ROUGE-SU4+StopWordRemoval,FNS33070,33070.TXT,0.35409,0.24778,0.29155,4

ROUGE-L+StopWordRemoval,FNS32538,32538.TXT,0.33124,0.46146,0.38566,5

ROUGE-1+StopWordRemoval,FNS32538,32538.TXT,0.30614,0.57158,0.39872,5

ROUGE-2+StopWordRemoval,FNS32538,32538.TXT,0.17443,0.27443,0.21329,5

ROUGE-SU4+StopWordRemoval,FNS32538,32538.TXT,0.22511,0.30237,0.25808,5

ROUGE-L+StopWordRemoval,FNS31329,31329.TXT,0.43272,0.54026,0.48055,3

ROUGE-1+StopWordRemoval,FNS31329,31329.TXT,0.46267,0.60986,0.52616,3

ROUGE-2+StopWordRemoval,FNS31329,31329.TXT,0.26851,0.35355,0.30522,3

ROUGE-SU4+StopWordRemoval,FNS31329,31329.TXT,0.35347,0.34026,0.34674,3

ROUGE-L+StopWordRemoval,FNS30913,30913.TXT,0.32216,0.56158,0.40944,3

ROUGE-1+StopWordRemoval,FNS30913,30913.TXT,0.31714,0.67506,0.43155,3

ROUGE-2+StopWordRemoval,FNS30913,30913.TXT,0.15339,0.35453,0.21413,3

ROUGE-SU4+StopWordRemoval,FNS30913,30913.TXT,0.21741,0.35975,0.27103,3

ROUGE-L+StopWordRemoval,FNS31452,31452.TXT,0.37596,0.38035,0.37814,5

ROUGE-1+StopWordRemoval,FNS31452,31452.TXT,0.44658,0.45998,0.45318,5

ROUGE-2+StopWordRemoval,FNS31452,31452.TXT,0.19592,0.20304,0.19942,5

ROUGE-SU4+StopWordRemoval,FNS31452,31452.TXT,0.29470,0.21425,0.24812,5

ROUGE-L+StopWordRemoval,FNS32541,32541.TXT,0.41101,0.52217,0.45997,3

ROUGE-1+StopWordRemoval,FNS32541,32541.TXT,0.41577,0.68153,0.51647,3

ROUGE-2+StopWordRemoval,FNS32541,32541.TXT,0.26792,0.31812,0.29087,3

ROUGE-SU4+StopWordRemoval,FNS32541,32541.TXT,0.32547,0.34890,0.33678,3

ROUGE-L+StopWordRemoval,FNS31573,31573.TXT,0.39222,0.51824,0.44650,4

ROUGE-1+StopWordRemoval,FNS31573,31573.TXT,0.45402,0.58605,0.51166,4

ROUGE-2+StopWordRemoval,FNS31573,31573.TXT,0.27133,0.38738,0.31913,4

ROUGE-SU4+StopWordRemoval,FNS31573,31573.TXT,0.32809,0.39708,0.35930,4

