ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval,FNS30967,30967.TXT,0.32327,0.45475,0.37790,3

ROUGE-2+StopWordRemoval,FNS30967,30967.TXT,0.12135,0.21142,0.15419,3

ROUGE-SU4+StopWordRemoval,FNS30967,30967.TXT,0.18398,0.23923,0.20800,3

ROUGE-L+StopWordRemoval,FNS30968,30968.TXT,0.47120,0.31645,0.37862,3

ROUGE-1+StopWordRemoval,FNS30968,30968.TXT,0.56526,0.40789,0.47385,3

ROUGE-2+StopWordRemoval,FNS30968,30968.TXT,0.33379,0.18541,0.23840,3

ROUGE-SU4+StopWordRemoval,FNS30968,30968.TXT,0.42048,0.19471,0.26616,3

ROUGE-L+StopWordRemoval,FNS31938,31938.TXT,0.38041,0.31075,0.34207,3

ROUGE-1+StopWordRemoval,FNS31938,31938.TXT,0.42493,0.46143,0.44243,3

ROUGE-2+StopWordRemoval,FNS31938,31938.TXT,0.14910,0.14168,0.14529,3

ROUGE-SU4+StopWordRemoval,FNS31938,31938.TXT,0.24453,0.18247,0.20899,3

ROUGE-L+StopWordRemoval,FNS31817,31817.TXT,0.48228,0.33896,0.39812,4

ROUGE-1+StopWordRemoval,FNS31817,31817.TXT,0.53848,0.38304,0.44765,4

ROUGE-2+StopWordRemoval,FNS31817,31817.TXT,0.32395,0.16220,0.21616,4

ROUGE-SU4+StopWordRemoval,FNS31817,31817.TXT,0.39847,0.18179,0.24967,4

ROUGE-L+StopWordRemoval,FNS31939,31939.TXT,0.39648,0.56416,0.46569,3

ROUGE-1+StopWordRemoval,FNS31939,31939.TXT,0.32341,0.62751,0.42684,3

ROUGE-2+StopWordRemoval,FNS31939,31939.TXT,0.20772,0.29618,0.24419,3

ROUGE-SU4+StopWordRemoval,FNS31939,31939.TXT,0.25012,0.29574,0.27102,3

ROUGE-L+StopWordRemoval,FNS32553,32553.TXT,0.28514,0.22037,0.24861,4

ROUGE-1+StopWordRemoval,FNS32553,32553.TXT,0.33316,0.32487,0.32896,4

ROUGE-2+StopWordRemoval,FNS32553,32553.TXT,0.08144,0.06682,0.07341,4

ROUGE-SU4+StopWordRemoval,FNS32553,32553.TXT,0.17660,0.11409,0.13862,4

ROUGE-L+StopWordRemoval,FNS31101,31101.TXT,0.16344,0.17556,0.16928,3

ROUGE-1+StopWordRemoval,FNS31101,31101.TXT,0.21581,0.28729,0.24648,3

ROUGE-2+StopWordRemoval,FNS31101,31101.TXT,0.03702,0.04683,0.04135,3

ROUGE-SU4+StopWordRemoval,FNS31101,31101.TXT,0.09188,0.09022,0.09104,3

ROUGE-L+StopWordRemoval,FNS31224,31224.TXT,0.32388,0.26250,0.28998,4

ROUGE-1+StopWordRemoval,FNS31224,31224.TXT,0.40539,0.38551,0.39520,4

ROUGE-2+StopWordRemoval,FNS31224,31224.TXT,0.13534,0.10759,0.11988,4

ROUGE-SU4+StopWordRemoval,FNS31224,31224.TXT,0.22861,0.14631,0.17842,4

ROUGE-L+StopWordRemoval,FNS32555,32555.TXT,0.40089,0.31306,0.35157,3

ROUGE-1+StopWordRemoval,FNS32555,32555.TXT,0.41337,0.42591,0.41955,3

ROUGE-2+StopWordRemoval,FNS32555,32555.TXT,0.19800,0.20333,0.20063,3

ROUGE-SU4+StopWordRemoval,FNS32555,32555.TXT,0.27779,0.21461,0.24215,3

ROUGE-L+StopWordRemoval,FNS32556,32556.TXT,0.30694,0.26000,0.28153,3

ROUGE-1+StopWordRemoval,FNS32556,32556.TXT,0.41586,0.46296,0.43815,3

ROUGE-2+StopWordRemoval,FNS32556,32556.TXT,0.10565,0.09864,0.10202,3

ROUGE-SU4+StopWordRemoval,FNS32556,32556.TXT,0.22417,0.16561,0.19049,3

ROUGE-L+StopWordRemoval,FNS31105,31105.TXT,0.48668,0.53675,0.51049,3

ROUGE-1+StopWordRemoval,FNS31105,31105.TXT,0.53439,0.60708,0.56842,3

ROUGE-2+StopWordRemoval,FNS31105,31105.TXT,0.32772,0.35583,0.34120,3

ROUGE-SU4+StopWordRemoval,FNS31105,31105.TXT,0.39728,0.33825,0.36539,3

ROUGE-L+StopWordRemoval,FNS31589,31589.TXT,0.34530,0.25226,0.29154,6

ROUGE-1+StopWordRemoval,FNS31589,31589.TXT,0.34730,0.35853,0.35283,6

ROUGE-2+StopWordRemoval,FNS31589,31589.TXT,0.12774,0.13135,0.12952,6

ROUGE-SU4+StopWordRemoval,FNS31589,31589.TXT,0.19961,0.16147,0.17853,6

ROUGE-L+StopWordRemoval,FNS32557,32557.TXT,0.35844,0.33947,0.34870,4

ROUGE-1+StopWordRemoval,FNS32557,32557.TXT,0.41083,0.51300,0.45627,4

ROUGE-2+StopWordRemoval,FNS32557,32557.TXT,0.14163,0.16441,0.15217,4

ROUGE-SU4+StopWordRemoval,FNS32557,32557.TXT,0.23325,0.20842,0.22014,4

ROUGE-L+StopWordRemoval,FNS31469,31469.TXT,0.27684,0.31813,0.29605,4

ROUGE-1+StopWordRemoval,FNS31469,31469.TXT,0.33152,0.47771,0.39141,4

ROUGE-2+StopWordRemoval,FNS31469,31469.TXT,0.11568,0.13463,0.12444,4

ROUGE-SU4+StopWordRemoval,FNS31469,31469.TXT,0.19270,0.19431,0.19350,4

ROUGE-L+StopWordRemoval,FNS32437,32437.TXT,0.41654,0.03320,0.06149,3

ROUGE-1+StopWordRemoval,FNS32437,32437.TXT,0.54008,0.03831,0.07154,3

ROUGE-2+StopWordRemoval,FNS32437,32437.TXT,0.26688,0.01144,0.02193,3

ROUGE-SU4+StopWordRemoval,FNS32437,32437.TXT,0.34513,0.01125,0.02178,3

ROUGE-L+StopWordRemoval,FNS33083,33083.TXT,0.40165,0.43702,0.41859,3

ROUGE-1+StopWordRemoval,FNS33083,33083.TXT,0.43197,0.60220,0.50307,3

ROUGE-2+StopWordRemoval,FNS33083,33083.TXT,0.23263,0.26135,0.24616,3

ROUGE-SU4+StopWordRemoval,FNS33083,33083.TXT,0.30250,0.27334,0.28718,3

ROUGE-L+StopWordRemoval,FNS32792,32792.TXT,0.32239,0.25804,0.28665,3

ROUGE-1+StopWordRemoval,FNS32792,32792.TXT,0.38503,0.39993,0.39234,3

ROUGE-2+StopWordRemoval,FNS32792,32792.TXT,0.13679,0.16068,0.14778,3

ROUGE-SU4+StopWordRemoval,FNS32792,32792.TXT,0.20131,0.20048,0.20089,3

ROUGE-L+StopWordRemoval,FNS31220,31220.TXT,0.26531,0.18991,0.22137,3

ROUGE-1+StopWordRemoval,FNS31220,31220.TXT,0.43986,0.36406,0.39838,3

ROUGE-2+StopWordRemoval,FNS31220,31220.TXT,0.11689,0.08763,0.10016,3

ROUGE-SU4+StopWordRemoval,FNS31220,31220.TXT,0.22611,0.13856,0.17183,3

ROUGE-L+StopWordRemoval,FNS31462,31462.TXT,0.53322,0.39987,0.45702,4

ROUGE-1+StopWordRemoval,FNS31462,31462.TXT,0.56722,0.44515,0.49883,4

ROUGE-2+StopWordRemoval,FNS31462,31462.TXT,0.33333,0.24566,0.28286,4

ROUGE-SU4+StopWordRemoval,FNS31462,31462.TXT,0.42005,0.23727,0.30325,4

ROUGE-L+StopWordRemoval,FNS30817,30817.TXT,0.25198,0.15191,0.18955,3

ROUGE-1+StopWordRemoval,FNS30817,30817.TXT,0.36814,0.29940,0.33023,3

ROUGE-2+StopWordRemoval,FNS30817,30817.TXT,0.12456,0.07333,0.09231,3

ROUGE-SU4+StopWordRemoval,FNS30817,30817.TXT,0.19810,0.11744,0.14746,3

ROUGE-L+StopWordRemoval,FNS30816,30816.TXT,0.42139,0.32032,0.36397,3

ROUGE-1+StopWordRemoval,FNS30816,30816.TXT,0.50662,0.41036,0.45344,3

ROUGE-2+StopWordRemoval,FNS30816,30816.TXT,0.21514,0.20164,0.20817,3

ROUGE-SU4+StopWordRemoval,FNS30816,30816.TXT,0.28841,0.22575,0.25326,3

ROUGE-L+StopWordRemoval,FNS30815,30815.TXT,0.28945,0.47579,0.35993,3

ROUGE-1+StopWordRemoval,FNS30815,30815.TXT,0.32180,0.63410,0.42693,3

ROUGE-2+StopWordRemoval,FNS30815,30815.TXT,0.10736,0.28496,0.15596,3

ROUGE-SU4+StopWordRemoval,FNS30815,30815.TXT,0.19033,0.31775,0.23807,3

ROUGE-L+StopWordRemoval,FNS33090,33090.TXT,0.36152,0.23954,0.28815,4

ROUGE-1+StopWordRemoval,FNS33090,33090.TXT,0.38058,0.36881,0.37460,4

ROUGE-2+StopWordRemoval,FNS33090,33090.TXT,0.13731,0.10501,0.11901,4

ROUGE-SU4+StopWordRemoval,FNS33090,33090.TXT,0.22784,0.14823,0.17961,4

ROUGE-L+StopWordRemoval,FNS30813,30813.TXT,0.34265,0.38514,0.36265,3

ROUGE-1+StopWordRemoval,FNS30813,30813.TXT,0.38315,0.51860,0.44070,3

ROUGE-2+StopWordRemoval,FNS30813,30813.TXT,0.16203,0.22820,0.18950,3

ROUGE-SU4+StopWordRemoval,FNS30813,30813.TXT,0.24991,0.25217,0.25104,3

ROUGE-L+StopWordRemoval,FNS31109,31109.TXT,0.41084,0.35260,0.37950,4

ROUGE-1+StopWordRemoval,FNS31109,31109.TXT,0.52569,0.39894,0.45363,4

ROUGE-2+StopWordRemoval,FNS31109,31109.TXT,0.22131,0.18199,0.19973,4

ROUGE-SU4+StopWordRemoval,FNS31109,31109.TXT,0.31751,0.20300,0.24766,4

ROUGE-L+StopWordRemoval,FNS30819,30819.TXT,0.37268,0.33798,0.35448,4

ROUGE-1+StopWordRemoval,FNS30819,30819.TXT,0.37422,0.44589,0.40693,4

ROUGE-2+StopWordRemoval,FNS30819,30819.TXT,0.14649,0.18542,0.16367,4

ROUGE-SU4+StopWordRemoval,FNS30819,30819.TXT,0.23287,0.21215,0.22203,4

ROUGE-L+StopWordRemoval,FNS31474,31474.TXT,0.31878,0.20670,0.25078,3

ROUGE-1+StopWordRemoval,FNS31474,31474.TXT,0.39499,0.31640,0.35135,3

ROUGE-2+StopWordRemoval,FNS31474,31474.TXT,0.10305,0.07325,0.08563,3

ROUGE-SU4+StopWordRemoval,FNS31474,31474.TXT,0.21137,0.12403,0.15633,3

ROUGE-L+StopWordRemoval,FNS32684,32684.TXT,0.42119,0.33218,0.37142,4

ROUGE-1+StopWordRemoval,FNS32684,32684.TXT,0.47142,0.42831,0.44884,4

ROUGE-2+StopWordRemoval,FNS32684,32684.TXT,0.21358,0.21140,0.21248,4

ROUGE-SU4+StopWordRemoval,FNS32684,32684.TXT,0.29851,0.22951,0.25950,4

ROUGE-L+StopWordRemoval,FNS31595,31595.TXT,0.33398,0.25169,0.28705,3

ROUGE-1+StopWordRemoval,FNS31595,31595.TXT,0.44942,0.38021,0.41193,3

ROUGE-2+StopWordRemoval,FNS31595,31595.TXT,0.19259,0.14872,0.16784,3

ROUGE-SU4+StopWordRemoval,FNS31595,31595.TXT,0.28680,0.17969,0.22095,3

ROUGE-L+StopWordRemoval,FNS31114,31114.TXT,0.52078,0.44557,0.48025,4

ROUGE-1+StopWordRemoval,FNS31114,31114.TXT,0.58230,0.51143,0.54457,4

ROUGE-2+StopWordRemoval,FNS31114,31114.TXT,0.34366,0.29400,0.31689,4

ROUGE-SU4+StopWordRemoval,FNS31114,31114.TXT,0.42318,0.29328,0.34645,4

ROUGE-L+StopWordRemoval,FNS31478,31478.TXT,0.25589,0.32760,0.28734,3

ROUGE-1+StopWordRemoval,FNS31478,31478.TXT,0.30320,0.51518,0.38173,3

ROUGE-2+StopWordRemoval,FNS31478,31478.TXT,0.10714,0.16960,0.13132,3

ROUGE-SU4+StopWordRemoval,FNS31478,31478.TXT,0.17835,0.22479,0.19889,3

ROUGE-L+StopWordRemoval,FNS32688,32688.TXT,0.28925,0.24231,0.26371,4

ROUGE-1+StopWordRemoval,FNS32688,32688.TXT,0.21957,0.38279,0.27906,4

ROUGE-2+StopWordRemoval,FNS32688,32688.TXT,0.05852,0.06314,0.06074,4

ROUGE-SU4+StopWordRemoval,FNS32688,32688.TXT,0.12310,0.13055,0.12672,4

ROUGE-L+StopWordRemoval,FNS30940,30940.TXT,0.39345,0.24717,0.30361,4

ROUGE-1+StopWordRemoval,FNS30940,30940.TXT,0.51461,0.35803,0.42227,4

ROUGE-2+StopWordRemoval,FNS30940,30940.TXT,0.18769,0.11333,0.14132,4

ROUGE-SU4+StopWordRemoval,FNS30940,30940.TXT,0.30283,0.14663,0.19758,4

ROUGE-L+StopWordRemoval,FNS31358,31358.TXT,0.43850,0.45787,0.44798,4

ROUGE-1+StopWordRemoval,FNS31358,31358.TXT,0.49920,0.58101,0.53701,4

ROUGE-2+StopWordRemoval,FNS31358,31358.TXT,0.27281,0.28874,0.28055,4

ROUGE-SU4+StopWordRemoval,FNS31358,31358.TXT,0.35021,0.30554,0.32635,4

ROUGE-L+StopWordRemoval,FNS30941,30941.TXT,0.42366,0.39152,0.40696,3

ROUGE-1+StopWordRemoval,FNS30941,30941.TXT,0.45717,0.52702,0.48962,3

ROUGE-2+StopWordRemoval,FNS30941,30941.TXT,0.22860,0.24060,0.23445,3

ROUGE-SU4+StopWordRemoval,FNS30941,30941.TXT,0.30599,0.26273,0.28271,3

ROUGE-L+StopWordRemoval,FNS30821,30821.TXT,0.39006,0.35335,0.37080,4

ROUGE-1+StopWordRemoval,FNS30821,30821.TXT,0.42866,0.47474,0.45052,4

ROUGE-2+StopWordRemoval,FNS30821,30821.TXT,0.15824,0.17334,0.16545,4

ROUGE-SU4+StopWordRemoval,FNS30821,30821.TXT,0.25477,0.19921,0.22359,4

ROUGE-L+StopWordRemoval,FNS30820,30820.TXT,0.27801,0.32456,0.29949,3

ROUGE-1+StopWordRemoval,FNS30820,30820.TXT,0.21754,0.49123,0.30154,3

ROUGE-2+StopWordRemoval,FNS30820,30820.TXT,0.09910,0.15461,0.12078,3

ROUGE-SU4+StopWordRemoval,FNS30820,30820.TXT,0.14738,0.21503,0.17489,3

ROUGE-L+StopWordRemoval,FNS33097,33097.TXT,0.26254,0.32891,0.29200,3

ROUGE-1+StopWordRemoval,FNS33097,33097.TXT,0.30190,0.55394,0.39081,3

ROUGE-2+StopWordRemoval,FNS33097,33097.TXT,0.11107,0.16736,0.13352,3

ROUGE-SU4+StopWordRemoval,FNS33097,33097.TXT,0.17512,0.24338,0.20368,3

ROUGE-L+StopWordRemoval,FNS32560,32560.TXT,0.37550,0.26433,0.31026,4

ROUGE-1+StopWordRemoval,FNS32560,32560.TXT,0.46065,0.38851,0.42152,4

ROUGE-2+StopWordRemoval,FNS32560,32560.TXT,0.15288,0.11443,0.13089,4

ROUGE-SU4+StopWordRemoval,FNS32560,32560.TXT,0.25802,0.14944,0.18926,4

ROUGE-L+StopWordRemoval,FNS33098,33098.TXT,0.45063,0.54314,0.49258,3

ROUGE-1+StopWordRemoval,FNS33098,33098.TXT,0.41673,0.64731,0.50704,3

ROUGE-2+StopWordRemoval,FNS33098,33098.TXT,0.26534,0.40131,0.31946,3

ROUGE-SU4+StopWordRemoval,FNS33098,33098.TXT,0.31552,0.40013,0.35283,3

ROUGE-L+StopWordRemoval,FNS32561,32561.TXT,0.29049,0.24907,0.26819,3

ROUGE-1+StopWordRemoval,FNS32561,32561.TXT,0.35711,0.42931,0.38990,3

ROUGE-2+StopWordRemoval,FNS32561,32561.TXT,0.11400,0.09917,0.10607,3

ROUGE-SU4+StopWordRemoval,FNS32561,32561.TXT,0.20952,0.15546,0.17849,3

ROUGE-L+StopWordRemoval,FNS32562,32562.TXT,0.43231,0.15625,0.22954,3

ROUGE-1+StopWordRemoval,FNS32562,32562.TXT,0.55971,0.19043,0.28417,3

ROUGE-2+StopWordRemoval,FNS32562,32562.TXT,0.14636,0.03880,0.06134,3

ROUGE-SU4+StopWordRemoval,FNS32562,32562.TXT,0.30895,0.06653,0.10949,3

ROUGE-L+StopWordRemoval,FNS30822,30822.TXT,0.30202,0.33333,0.31690,3

ROUGE-1+StopWordRemoval,FNS30822,30822.TXT,0.32816,0.51908,0.40211,3

ROUGE-2+StopWordRemoval,FNS30822,30822.TXT,0.10254,0.13918,0.11808,3

ROUGE-SU4+StopWordRemoval,FNS30822,30822.TXT,0.17817,0.19945,0.18821,3

ROUGE-L+StopWordRemoval,FNS30943,30943.TXT,0.38819,0.27439,0.32152,4

ROUGE-1+StopWordRemoval,FNS30943,30943.TXT,0.47103,0.43934,0.45463,4

ROUGE-2+StopWordRemoval,FNS30943,30943.TXT,0.18504,0.15574,0.16913,4

ROUGE-SU4+StopWordRemoval,FNS30943,30943.TXT,0.28067,0.19232,0.22824,4

ROUGE-L+StopWordRemoval,FNS30946,30946.TXT,0.31791,0.38596,0.34865,3

ROUGE-1+StopWordRemoval,FNS30946,30946.TXT,0.32865,0.57964,0.41946,3

ROUGE-2+StopWordRemoval,FNS30946,30946.TXT,0.13424,0.20627,0.16263,3

ROUGE-SU4+StopWordRemoval,FNS30946,30946.TXT,0.21188,0.25750,0.23247,3

ROUGE-L+StopWordRemoval,FNS31914,31914.TXT,0.32384,0.18074,0.23200,4

ROUGE-1+StopWordRemoval,FNS31914,31914.TXT,0.41737,0.26232,0.32216,4

ROUGE-2+StopWordRemoval,FNS31914,31914.TXT,0.12953,0.05139,0.07358,4

ROUGE-SU4+StopWordRemoval,FNS31914,31914.TXT,0.23818,0.09316,0.13393,4

ROUGE-L+StopWordRemoval,FNS30947,30947.TXT,0.29174,0.29683,0.29426,4

ROUGE-1+StopWordRemoval,FNS30947,30947.TXT,0.37511,0.28954,0.32681,4

ROUGE-2+StopWordRemoval,FNS30947,30947.TXT,0.11149,0.06934,0.08551,4

ROUGE-SU4+StopWordRemoval,FNS30947,30947.TXT,0.20850,0.10048,0.13561,4

ROUGE-L+StopWordRemoval,FNS30948,30948.TXT,0.45756,0.23966,0.31456,4

ROUGE-1+StopWordRemoval,FNS30948,30948.TXT,0.54435,0.34078,0.41915,4

ROUGE-2+StopWordRemoval,FNS30948,30948.TXT,0.25003,0.10732,0.15018,4

ROUGE-SU4+StopWordRemoval,FNS30948,30948.TXT,0.33170,0.12984,0.18663,4

ROUGE-L+StopWordRemoval,FNS32651,32651.TXT,0.36345,0.36724,0.36534,3

ROUGE-1+StopWordRemoval,FNS32651,32651.TXT,0.37606,0.49264,0.42653,3

ROUGE-2+StopWordRemoval,FNS32651,32651.TXT,0.18576,0.22580,0.20383,3

ROUGE-SU4+StopWordRemoval,FNS32651,32651.TXT,0.25494,0.25023,0.25256,3

ROUGE-L+StopWordRemoval,FNS32531,32531.TXT,0.35451,0.27991,0.31283,3

ROUGE-1+StopWordRemoval,FNS32531,32531.TXT,0.47045,0.38399,0.42284,3

ROUGE-2+StopWordRemoval,FNS32531,32531.TXT,0.19107,0.14147,0.16257,3

ROUGE-SU4+StopWordRemoval,FNS32531,32531.TXT,0.27150,0.16372,0.20426,3

ROUGE-L+StopWordRemoval,FNS32773,32773.TXT,0.53452,0.33569,0.41239,3

ROUGE-1+StopWordRemoval,FNS32773,32773.TXT,0.61454,0.35052,0.44642,3

ROUGE-2+StopWordRemoval,FNS32773,32773.TXT,0.36690,0.17746,0.23922,3

ROUGE-SU4+StopWordRemoval,FNS32773,32773.TXT,0.44010,0.17744,0.25291,3

ROUGE-L+StopWordRemoval,FNS31685,31685.TXT,0.57356,0.47498,0.51963,3

ROUGE-1+StopWordRemoval,FNS31685,31685.TXT,0.57906,0.56124,0.57001,3

ROUGE-2+StopWordRemoval,FNS31685,31685.TXT,0.39730,0.31424,0.35092,3

ROUGE-SU4+StopWordRemoval,FNS31685,31685.TXT,0.46216,0.31710,0.37613,3

ROUGE-L+StopWordRemoval,FNS31201,31201.TXT,0.38119,0.30703,0.34011,4

ROUGE-1+StopWordRemoval,FNS31201,31201.TXT,0.45100,0.38940,0.41794,4

ROUGE-2+StopWordRemoval,FNS31201,31201.TXT,0.18761,0.13827,0.15920,4

ROUGE-SU4+StopWordRemoval,FNS31201,31201.TXT,0.29008,0.16231,0.20815,4

ROUGE-L+StopWordRemoval,FNS31202,31202.TXT,0.21940,0.13946,0.17052,3

ROUGE-1+StopWordRemoval,FNS31202,31202.TXT,0.31121,0.29113,0.30083,3

ROUGE-2+StopWordRemoval,FNS31202,31202.TXT,0.07642,0.05446,0.06359,3

ROUGE-SU4+StopWordRemoval,FNS31202,31202.TXT,0.16634,0.09950,0.12452,3

ROUGE-L+StopWordRemoval,FNS31203,31203.TXT,0.40324,0.44621,0.42364,3

ROUGE-1+StopWordRemoval,FNS31203,31203.TXT,0.39602,0.55704,0.46293,3

ROUGE-2+StopWordRemoval,FNS31203,31203.TXT,0.18709,0.23805,0.20951,3

ROUGE-SU4+StopWordRemoval,FNS31203,31203.TXT,0.26073,0.26749,0.26407,3

ROUGE-L+StopWordRemoval,FNS31567,31567.TXT,0.51986,0.39048,0.44598,4

ROUGE-1+StopWordRemoval,FNS31567,31567.TXT,0.42864,0.47413,0.45024,4

ROUGE-2+StopWordRemoval,FNS31567,31567.TXT,0.26569,0.22574,0.24409,4

ROUGE-SU4+StopWordRemoval,FNS31567,31567.TXT,0.32961,0.24088,0.27835,4

ROUGE-L+StopWordRemoval,FNS32414,32414.TXT,0.35031,0.37678,0.36306,3

ROUGE-1+StopWordRemoval,FNS32414,32414.TXT,0.38480,0.55237,0.45360,3

ROUGE-2+StopWordRemoval,FNS32414,32414.TXT,0.17112,0.17486,0.17297,3

ROUGE-SU4+StopWordRemoval,FNS32414,32414.TXT,0.24584,0.23371,0.23962,3

ROUGE-L+StopWordRemoval,FNS31204,31204.TXT,0.39634,0.41739,0.40659,3

ROUGE-1+StopWordRemoval,FNS31204,31204.TXT,0.44388,0.50591,0.47287,3

ROUGE-2+StopWordRemoval,FNS31204,31204.TXT,0.23142,0.25761,0.24381,3

ROUGE-SU4+StopWordRemoval,FNS31204,31204.TXT,0.31585,0.25509,0.28224,3

ROUGE-L+StopWordRemoval,FNS31568,31568.TXT,0.42413,0.38137,0.40162,3

ROUGE-1+StopWordRemoval,FNS31568,31568.TXT,0.49111,0.47893,0.48494,3

ROUGE-2+StopWordRemoval,FNS31568,31568.TXT,0.21353,0.22211,0.21773,3

ROUGE-SU4+StopWordRemoval,FNS31568,31568.TXT,0.31377,0.25180,0.27939,3

ROUGE-L+StopWordRemoval,FNS32657,32657.TXT,0.49967,0.37062,0.42558,3

ROUGE-1+StopWordRemoval,FNS32657,32657.TXT,0.55730,0.47860,0.51496,3

ROUGE-2+StopWordRemoval,FNS32657,32657.TXT,0.28550,0.21221,0.24346,3

ROUGE-SU4+StopWordRemoval,FNS32657,32657.TXT,0.37609,0.22465,0.28128,3

ROUGE-L+StopWordRemoval,FNS32097,32097.TXT,0.42949,0.26244,0.32580,4

ROUGE-1+StopWordRemoval,FNS32097,32097.TXT,0.59936,0.33575,0.43040,4

ROUGE-2+StopWordRemoval,FNS32097,32097.TXT,0.25833,0.11773,0.16175,4

ROUGE-SU4+StopWordRemoval,FNS32097,32097.TXT,0.36390,0.13977,0.20196,4

ROUGE-L+StopWordRemoval,FNS32098,32098.TXT,0.27169,0.52622,0.35836,4

ROUGE-1+StopWordRemoval,FNS32098,32098.TXT,0.17351,0.64361,0.27333,4

ROUGE-2+StopWordRemoval,FNS32098,32098.TXT,0.07610,0.30719,0.12199,4

ROUGE-SU4+StopWordRemoval,FNS32098,32098.TXT,0.11945,0.35935,0.17930,4

ROUGE-L+StopWordRemoval,FNS31681,31681.TXT,0.33376,0.47073,0.39058,4

ROUGE-1+StopWordRemoval,FNS31681,31681.TXT,0.38514,0.65802,0.48589,4

ROUGE-2+StopWordRemoval,FNS31681,31681.TXT,0.16890,0.27595,0.20954,4

ROUGE-SU4+StopWordRemoval,FNS31681,31681.TXT,0.24356,0.30975,0.27270,4

ROUGE-L+StopWordRemoval,FNS32771,32771.TXT,0.36955,0.24037,0.29128,4

ROUGE-1+StopWordRemoval,FNS32771,32771.TXT,0.36240,0.34079,0.35126,4

ROUGE-2+StopWordRemoval,FNS32771,32771.TXT,0.11346,0.10144,0.10712,4

ROUGE-SU4+StopWordRemoval,FNS32771,32771.TXT,0.19741,0.13845,0.16276,4

ROUGE-L+StopWordRemoval,FNS31440,31440.TXT,0.25246,0.19858,0.22230,3

ROUGE-1+StopWordRemoval,FNS31440,31440.TXT,0.27065,0.34187,0.30212,3

ROUGE-2+StopWordRemoval,FNS31440,31440.TXT,0.04985,0.05778,0.05352,3

ROUGE-SU4+StopWordRemoval,FNS31440,31440.TXT,0.13023,0.11499,0.12214,3

ROUGE-L+StopWordRemoval,FNS33070,33070.TXT,0.26269,0.14665,0.18822,4

ROUGE-1+StopWordRemoval,FNS33070,33070.TXT,0.44588,0.27825,0.34267,4

ROUGE-2+StopWordRemoval,FNS33070,33070.TXT,0.11072,0.06591,0.08263,4

ROUGE-SU4+StopWordRemoval,FNS33070,33070.TXT,0.20741,0.11062,0.14428,4

ROUGE-L+StopWordRemoval,FNS32538,32538.TXT,0.25892,0.36674,0.30354,5

ROUGE-1+StopWordRemoval,FNS32538,32538.TXT,0.25559,0.51991,0.34270,5

ROUGE-2+StopWordRemoval,FNS32538,32538.TXT,0.08253,0.18982,0.11504,5

ROUGE-SU4+StopWordRemoval,FNS32538,32538.TXT,0.14430,0.23800,0.17967,5

ROUGE-L+StopWordRemoval,FNS31329,31329.TXT,0.30514,0.30067,0.30289,3

ROUGE-1+StopWordRemoval,FNS31329,31329.TXT,0.31238,0.40067,0.35106,3

ROUGE-2+StopWordRemoval,FNS31329,31329.TXT,0.08590,0.08556,0.08573,3

ROUGE-SU4+StopWordRemoval,FNS31329,31329.TXT,0.17907,0.14342,0.15927,3

ROUGE-L+StopWordRemoval,FNS30913,30913.TXT,0.30892,0.42430,0.35754,3

ROUGE-1+StopWordRemoval,FNS30913,30913.TXT,0.32026,0.60471,0.41875,3

ROUGE-2+StopWordRemoval,FNS30913,30913.TXT,0.13728,0.24255,0.17533,3

ROUGE-SU4+StopWordRemoval,FNS30913,30913.TXT,0.20928,0.28075,0.23980,3

ROUGE-L+StopWordRemoval,FNS31452,31452.TXT,0.27553,0.20462,0.23484,5

ROUGE-1+StopWordRemoval,FNS31452,31452.TXT,0.33063,0.31696,0.32365,5

ROUGE-2+StopWordRemoval,FNS31452,31452.TXT,0.08055,0.05988,0.06869,5

ROUGE-SU4+StopWordRemoval,FNS31452,31452.TXT,0.17734,0.10772,0.13403,5

ROUGE-L+StopWordRemoval,FNS32541,32541.TXT,0.29662,0.36454,0.32709,3

ROUGE-1+StopWordRemoval,FNS32541,32541.TXT,0.31137,0.54112,0.39528,3

ROUGE-2+StopWordRemoval,FNS32541,32541.TXT,0.09048,0.12198,0.10389,3

ROUGE-SU4+StopWordRemoval,FNS32541,32541.TXT,0.17292,0.20787,0.18879,3

ROUGE-L+StopWordRemoval,FNS31573,31573.TXT,0.20703,0.23461,0.21996,4

ROUGE-1+StopWordRemoval,FNS31573,31573.TXT,0.22902,0.36391,0.28112,4

ROUGE-2+StopWordRemoval,FNS31573,31573.TXT,0.06233,0.11990,0.08202,4

ROUGE-SU4+StopWordRemoval,FNS31573,31573.TXT,0.11291,0.16696,0.13471,4

